0.12312853	-0.03108373	0.053538337	-0.004930936	0.05075499	-0.0066681816	-0.09456032	0.03974239	-0.03658351	0.14797515	-0.07256488	0.012576444	-0.0960767	0.00236991	-0.06837987	-0.21343407
0.08354737	0.050302446	0.050988425	0.0693397	0.13182366	0.018759297	-0.032581653	-0.06570671	-0.09434006	0.17210074	-0.031246033	0.040121667	-0.08869501	-0.10969512	0.0026592712	-0.16749273
-0.074201874	0.14733881	-0.17774406	0.2067175	0.21916062	0.15437749	0.118290596	-0.19421579	-0.15274815	-0.040464908	0.108329564	0.111144386	0.07281727	-0.22849414	0.17013127	-0.02653923
0.09598006	0.09834438	0.018192101	0.008064159	0.09571567	0.0012736671	0.013258183	-0.076871105	-0.035408467	0.09442177	0.012569446	0.034530625	-0.06159119	-0.14041261	0.008597107	-0.17327306
0.0867938	0.085001424	-0.022313789	0.047961157	0.11445686	0.12107521	0.06679668	-0.06341408	-0.10643503	0.06886667	0.04469876	0.118603684	-0.026313687	-0.1330941	0.09581716	-0.23531644
0.15920894	0.0048504975	0.07612123	-0.014929753	-0.020572245	-0.08084792	-0.054743424	-0.018958503	0.031082612	0.12586044	-0.018145045	-0.04102162	-0.14258096	0.010355147	-0.018345784	-0.18341073
0.029694637	0.093720675	-0.07718526	0.10172662	0.18455665	0.06699641	0.058249645	-0.0798387	-0.07472827	0.036157012	0.06388338	0.07338586	0.07984561	-0.1439004	0.14144039	-0.106729
0.014571097	0.08754193	-0.04570532	0.04723952	0.09542563	0.071635365	0.05757336	-0.09656014	-0.13714887	0.058821037	0.08073226	0.10359739	0.027221639	-0.1287185	0.0552749	-0.06442524
-0.037719667	0.1917755	-0.10365896	0.18280604	0.17962769	0.12298421	0.17687747	-0.19232932	-0.2319474	-0.08355356	0.1747771	0.12677518	0.08714912	-0.1601751	0.16078661	0.0060292035
0.0447635	0.08920304	-0.043607682	0.06026433	0.081857786	0.045562536	0.08053661	-0.15476473	-0.17935553	0.0052567488	0.052799538	0.043456335	-0.012037814	-0.046611115	0.036788575	-0.050756678
0.1694963	-0.042185754	0.091972195	-0.09515954	-0.07470714	-0.064991765	-0.08043106	0.01106356	0.04820529	0.2004826	-0.08379115	-0.095785424	-0.18128982	0.07982272	-0.15744431	-0.20011722
0.10260708	0.024260506	0.04840235	0.046263322	0.036338978	-0.035568085	0.00204288	-0.08510737	-0.0212023	0.043626245	-0.038364314	0.015123565	-0.06427609	-0.080340385	-0.036248136	-0.03709304
0.16963156	-0.037969872	0.07708428	-0.111010574	-0.024149032	-0.11166491	-0.11123198	0.000113579736	0.04482636	0.19456008	-0.1320685	-0.07223357	-0.1725124	0.0528212	-0.07707881	-0.22671017
-0.033605747	0.109813616	-0.047815852	0.10253627	0.121083684	0.12761235	0.05923	-0.13783345	-0.10454264	-0.06769285	0.049553256	0.14377356	0.084363304	-0.098382026	0.09725358	-0.06293371
0.13406497	-0.01088034	0.010845367	-0.023387114	0.053123847	-0.012792718	-0.05155288	0.013833725	-0.021965265	0.09392711	-0.07153372	0.01458263	-0.04214944	-0.07889267	-0.013960676	-0.21549796
